"Time","Date","Min.Delay","Hour"
16H 11M 0S,2022-01-04,11,16
16H 13M 0S,2022-01-04,12,16
16H 21M 0S,2022-01-04,15,16
16H 22M 0S,2022-01-04,19,16
16H 22M 0S,2022-01-04,13,16
16H 31M 0S,2022-01-04,24,16
16H 33M 0S,2022-01-04,12,16
16H 33M 0S,2022-01-04,12,16
16H 34M 0S,2022-01-04,132,16
16H 35M 0S,2022-01-04,25,16
16H 40M 0S,2022-01-04,15,16
16H 48M 0S,2022-01-04,9,16
16H 48M 0S,2022-01-04,10,16
16H 52M 0S,2022-01-04,8,16
17H 7M 0S,2022-01-04,7,17
17H 9M 0S,2022-01-04,12,17
17H 13M 0S,2022-01-04,6,17
17H 14M 0S,2022-01-04,18,17
17H 15M 0S,2022-01-04,12,17
17H 16M 0S,2022-01-04,18,17
17H 21M 0S,2022-01-04,14,17
17H 24M 0S,2022-01-04,13,17
17H 48M 0S,2022-01-04,13,17
17H 53M 0S,2022-01-04,35,17
17H 58M 0S,2022-01-04,13,17
17H 59M 0S,2022-01-04,12,17
18H 0M 0S,2022-01-04,10,18
18H 0M 0S,2022-01-04,14,18
18H 6M 0S,2022-01-04,5,18
18H 11M 0S,2022-01-04,15,18
18H 11M 0S,2022-01-04,7,18
18H 12M 0S,2022-01-04,21,18
18H 15M 0S,2022-01-04,8,18
18H 17M 0S,2022-01-04,42,18
18H 20M 0S,2022-01-04,12,18
18H 20M 0S,2022-01-04,19,18
18H 21M 0S,2022-01-04,12,18
18H 33M 0S,2022-01-04,11,18
18H 49M 0S,2022-01-04,13,18
19H 8M 0S,2022-01-04,8,19
19H 11M 0S,2022-01-04,25,19
19H 15M 0S,2022-01-04,9,19
19H 38M 0S,2022-01-04,6,19
19H 50M 0S,2022-01-04,10,19
19H 51M 0S,2022-01-04,11,19
19H 53M 0S,2022-01-04,9,19
20H 1M 0S,2022-01-04,9,20
20H 57M 0S,2022-01-04,13,20
21H 1M 0S,2022-01-04,6,21
21H 20M 0S,2022-01-04,24,21
21H 25M 0S,2022-01-04,15,21
21H 44M 0S,2022-01-04,11,21
21H 45M 0S,2022-01-04,83,21
21H 47M 0S,2022-01-04,30,21
21H 56M 0S,2022-01-04,13,21
22H 20M 0S,2022-01-04,11,22
22H 35M 0S,2022-01-04,8,22
22H 50M 0S,2022-01-04,10,22
23H 9M 0S,2022-01-04,20,23
23H 57M 0S,2022-01-04,10,23
37M 0S,2022-01-04,20,0
1H 23M 0S,2022-01-04,5,1
1H 58M 0S,2022-01-04,30,1
2H 7M 0S,2022-01-05,3,2
2H 8M 0S,2022-01-05,10,2
2H 10M 0S,2022-01-05,4,2
2H 14M 0S,2022-01-05,3,2
2H 40M 0S,2022-01-05,9,2
2H 50M 0S,2022-01-05,30,2
3H 3M 0S,2022-01-05,30,3
3H 14M 0S,2022-01-05,4,3
3H 19M 0S,2022-01-05,15,3
3H 47M 0S,2022-01-05,30,3
4H 4M 0S,2022-01-05,30,4
4H 8M 0S,2022-01-05,9,4
4H 19M 0S,2022-01-05,30,4
4H 19M 0S,2022-01-05,15,4
4H 23M 0S,2022-01-05,60,4
4H 30M 0S,2022-01-05,30,4
4H 53M 0S,2022-01-05,8,4
5H 0M 0S,2022-01-05,150,5
5H 4M 0S,2022-01-05,24,5
5H 9M 0S,2022-01-05,15,5
5H 12M 0S,2022-01-05,10,5
5H 15M 0S,2022-01-05,14,5
5H 15M 0S,2022-01-05,15,5
5H 16M 0S,2022-01-05,10,5
5H 17M 0S,2022-01-05,10,5
5H 20M 0S,2022-01-05,30,5
5H 20M 0S,2022-01-05,30,5
5H 20M 0S,2022-01-05,15,5
5H 20M 0S,2022-01-05,12,5
5H 22M 0S,2022-01-05,12,5
5H 25M 0S,2022-01-05,10,5
5H 27M 0S,2022-01-05,14,5
5H 30M 0S,2022-01-05,6,5
5H 35M 0S,2022-01-05,9,5
5H 36M 0S,2022-01-05,14,5
5H 37M 0S,2022-01-05,30,5
5H 38M 0S,2022-01-05,24,5
5H 39M 0S,2022-01-05,18,5
5H 40M 0S,2022-01-05,6,5
5H 40M 0S,2022-01-05,10,5
5H 42M 0S,2022-01-05,5,5
5H 43M 0S,2022-01-05,14,5
5H 43M 0S,2022-01-05,8,5
5H 47M 0S,2022-01-05,10,5
5H 47M 0S,2022-01-05,8,5
5H 52M 0S,2022-01-05,6,5
5H 57M 0S,2022-01-05,9,5
6H 4M 0S,2022-01-05,6,6
6H 5M 0S,2022-01-05,20,6
6H 8M 0S,2022-01-05,11,6
6H 8M 0S,2022-01-05,10,6
6H 13M 0S,2022-01-05,14,6
6H 13M 0S,2022-01-05,7,6
6H 14M 0S,2022-01-05,7,6
6H 22M 0S,2022-01-05,12,6
6H 25M 0S,2022-01-05,20,6
6H 25M 0S,2022-01-05,15,6
6H 28M 0S,2022-01-05,14,6
6H 30M 0S,2022-01-05,5,6
6H 38M 0S,2022-01-05,7,6
6H 39M 0S,2022-01-05,10,6
6H 42M 0S,2022-01-05,20,6
6H 44M 0S,2022-01-05,14,6
6H 45M 0S,2022-01-05,13,6
6H 50M 0S,2022-01-05,14,6
6H 56M 0S,2022-01-05,8,6
7H 6M 0S,2022-01-05,20,7
7H 12M 0S,2022-01-05,10,7
7H 16M 0S,2022-01-05,6,7
7H 19M 0S,2022-01-05,7,7
7H 22M 0S,2022-01-05,30,7
7H 24M 0S,2022-01-05,11,7
7H 31M 0S,2022-01-05,10,7
7H 35M 0S,2022-01-05,10,7
7H 44M 0S,2022-01-05,19,7
7H 54M 0S,2022-01-05,10,7
8H 13M 0S,2022-01-05,14,8
8H 18M 0S,2022-01-05,6,8
8H 19M 0S,2022-01-05,16,8
8H 26M 0S,2022-01-05,18,8
8H 27M 0S,2022-01-05,7,8
8H 31M 0S,2022-01-05,4,8
8H 38M 0S,2022-01-05,15,8
8H 44M 0S,2022-01-05,5,8
8H 50M 0S,2022-01-05,10,8
8H 52M 0S,2022-01-05,10,8
9H 1M 0S,2022-01-05,5,9
9H 5M 0S,2022-01-05,10,9
9H 6M 0S,2022-01-05,14,9
9H 8M 0S,2022-01-05,16,9
9H 9M 0S,2022-01-05,6,9
9H 13M 0S,2022-01-05,12,9
9H 16M 0S,2022-01-05,10,9
9H 17M 0S,2022-01-05,5,9
9H 18M 0S,2022-01-05,12,9
9H 22M 0S,2022-01-05,9,9
9H 23M 0S,2022-01-05,11,9
9H 28M 0S,2022-01-05,10,9
9H 28M 0S,2022-01-05,5,9
9H 32M 0S,2022-01-05,10,9
9H 36M 0S,2022-01-05,10,9
9H 36M 0S,2022-01-05,10,9
9H 44M 0S,2022-01-05,10,9
9H 46M 0S,2022-01-05,20,9
9H 52M 0S,2022-01-05,15,9
10H 0M 0S,2022-01-05,30,10
10H 11M 0S,2022-01-05,10,10
10H 13M 0S,2022-01-05,9,10
10H 18M 0S,2022-01-05,16,10
10H 28M 0S,2022-01-05,10,10
10H 30M 0S,2022-01-05,10,10
10H 34M 0S,2022-01-05,10,10
10H 36M 0S,2022-01-05,11,10
10H 41M 0S,2022-01-05,24,10
11H 4M 0S,2022-01-05,11,11
11H 12M 0S,2022-01-05,14,11
11H 15M 0S,2022-01-05,20,11
11H 15M 0S,2022-01-05,5,11
11H 28M 0S,2022-01-05,13,11
11H 50M 0S,2022-01-05,25,11
12H 3M 0S,2022-01-05,13,12
12H 8M 0S,2022-01-05,24,12
12H 17M 0S,2022-01-05,20,12
12H 22M 0S,2022-01-05,23,12
12H 25M 0S,2022-01-05,5,12
12H 37M 0S,2022-01-05,15,12
12H 39M 0S,2022-01-05,12,12
12H 50M 0S,2022-01-05,23,12
12H 53M 0S,2022-01-05,10,12
12H 54M 0S,2022-01-05,6,12
13H 5M 0S,2022-01-05,22,13
13H 8M 0S,2022-01-05,12,13
13H 8M 0S,2022-01-05,12,13
13H 9M 0S,2022-01-05,8,13
13H 10M 0S,2022-01-05,12,13
13H 10M 0S,2022-01-05,10,13
13H 14M 0S,2022-01-05,5,13
13H 14M 0S,2022-01-05,11,13
13H 19M 0S,2022-01-05,11,13
13H 22M 0S,2022-01-05,22,13
13H 24M 0S,2022-01-05,11,13
13H 25M 0S,2022-01-05,13,13
13H 26M 0S,2022-01-05,13,13
13H 29M 0S,2022-01-05,11,13
13H 30M 0S,2022-01-05,13,13
13H 39M 0S,2022-01-05,15,13
13H 39M 0S,2022-01-05,8,13
13H 44M 0S,2022-01-05,5,13
13H 44M 0S,2022-01-05,20,13
13H 44M 0S,2022-01-05,20,13
13H 48M 0S,2022-01-05,8,13
13H 52M 0S,2022-01-05,10,13
13H 52M 0S,2022-01-05,14,13
13H 53M 0S,2022-01-05,16,13
13H 54M 0S,2022-01-05,30,13
13H 54M 0S,2022-01-05,30,13
13H 54M 0S,2022-01-05,5,13
13H 55M 0S,2022-01-05,16,13
13H 57M 0S,2022-01-05,16,13
13H 59M 0S,2022-01-05,5,13
14H 3M 0S,2022-01-05,5,14
14H 6M 0S,2022-01-05,9,14
14H 6M 0S,2022-01-05,20,14
14H 7M 0S,2022-01-05,10,14
14H 17M 0S,2022-01-05,13,14
14H 18M 0S,2022-01-05,9,14
14H 20M 0S,2022-01-05,24,14
14H 22M 0S,2022-01-05,15,14
14H 22M 0S,2022-01-05,20,14
14H 22M 0S,2022-01-05,15,14
14H 28M 0S,2022-01-05,6,14
14H 29M 0S,2022-01-05,8,14
14H 30M 0S,2022-01-05,4,14
14H 30M 0S,2022-01-05,6,14
14H 33M 0S,2022-01-05,23,14
14H 35M 0S,2022-01-05,4,14
14H 38M 0S,2022-01-05,9,14
14H 40M 0S,2022-01-05,9,14
14H 40M 0S,2022-01-05,11,14
14H 43M 0S,2022-01-05,12,14
14H 46M 0S,2022-01-05,7,14
14H 46M 0S,2022-01-05,16,14
14H 49M 0S,2022-01-05,15,14
14H 50M 0S,2022-01-05,11,14
14H 50M 0S,2022-01-05,7,14
14H 51M 0S,2022-01-05,9,14
14H 52M 0S,2022-01-05,4,14
14H 54M 0S,2022-01-05,20,14
14H 55M 0S,2022-01-05,4,14
14H 55M 0S,2022-01-05,5,14
14H 56M 0S,2022-01-05,17,14
14H 58M 0S,2022-01-05,15,14
15H 0M 0S,2022-01-05,12,15
15H 4M 0S,2022-01-05,23,15
15H 5M 0S,2022-01-05,2,15
15H 7M 0S,2022-01-05,5,15
15H 8M 0S,2022-01-05,7,15
15H 12M 0S,2022-01-05,19,15
15H 12M 0S,2022-01-05,12,15
15H 16M 0S,2022-01-05,12,15
15H 19M 0S,2022-01-05,7,15
15H 19M 0S,2022-01-05,5,15
15H 24M 0S,2022-01-05,8,15
15H 28M 0S,2022-01-05,12,15
15H 30M 0S,2022-01-05,20,15
15H 32M 0S,2022-01-05,12,15
15H 34M 0S,2022-01-05,16,15
15H 50M 0S,2022-01-05,24,15
15H 51M 0S,2022-01-05,11,15
15H 54M 0S,2022-01-05,6,15
15H 56M 0S,2022-01-05,22,15
15H 56M 0S,2022-01-05,12,15
16H 1M 0S,2022-01-05,6,16
16H 5M 0S,2022-01-05,6,16
16H 10M 0S,2022-01-05,10,16
16H 13M 0S,2022-01-05,10,16
16H 13M 0S,2022-01-05,10,16
16H 16M 0S,2022-01-05,6,16
16H 18M 0S,2022-01-05,10,16
16H 19M 0S,2022-01-05,13,16
16H 24M 0S,2022-01-05,15,16
16H 25M 0S,2022-01-05,8,16
16H 26M 0S,2022-01-05,10,16
16H 30M 0S,2022-01-05,30,16
16H 30M 0S,2022-01-05,7,16
16H 33M 0S,2022-01-05,22,16
16H 43M 0S,2022-01-05,8,16
16H 50M 0S,2022-01-05,18,16
16H 51M 0S,2022-01-05,9,16
16H 52M 0S,2022-01-05,9,16
16H 54M 0S,2022-01-05,16,16
17H 2M 0S,2022-01-05,12,17
17H 3M 0S,2022-01-05,16,17
17H 13M 0S,2022-01-05,6,17
17H 13M 0S,2022-01-05,6,17
17H 14M 0S,2022-01-05,16,17
17H 16M 0S,2022-01-05,30,17
17H 18M 0S,2022-01-05,8,17
17H 18M 0S,2022-01-05,8,17
17H 20M 0S,2022-01-05,5,17
17H 22M 0S,2022-01-05,9,17
17H 26M 0S,2022-01-05,9,17
17H 33M 0S,2022-01-05,16,17
17H 35M 0S,2022-01-05,16,17
17H 37M 0S,2022-01-05,5,17
17H 53M 0S,2022-01-05,9,17
17H 54M 0S,2022-01-05,17,17
18H 0M 0S,2022-01-05,16,18
18H 1M 0S,2022-01-05,10,18
18H 7M 0S,2022-01-05,11,18
18H 8M 0S,2022-01-05,24,18
18H 9M 0S,2022-01-05,6,18
18H 10M 0S,2022-01-05,23,18
18H 13M 0S,2022-01-05,5,18
18H 13M 0S,2022-01-05,8,18
18H 13M 0S,2022-01-05,23,18
18H 14M 0S,2022-01-05,12,18
18H 14M 0S,2022-01-05,15,18
18H 15M 0S,2022-01-05,14,18
18H 15M 0S,2022-01-05,14,18
18H 21M 0S,2022-01-05,6,18
18H 23M 0S,2022-01-05,20,18
18H 32M 0S,2022-01-05,16,18
18H 34M 0S,2022-01-05,8,18
18H 43M 0S,2022-01-05,8,18
18H 46M 0S,2022-01-05,25,18
18H 48M 0S,2022-01-05,16,18
18H 53M 0S,2022-01-05,10,18
18H 53M 0S,2022-01-05,12,18
19H 4M 0S,2022-01-05,22,19
19H 24M 0S,2022-01-05,44,19
19H 25M 0S,2022-01-05,8,19
19H 25M 0S,2022-01-05,8,19
19H 43M 0S,2022-01-05,5,19
20H 6M 0S,2022-01-05,7,20
20H 10M 0S,2022-01-05,13,20
20H 29M 0S,2022-01-05,8,20
20H 53M 0S,2022-01-05,30,20
20H 56M 0S,2022-01-05,13,20
20H 57M 0S,2022-01-05,13,20
21H 0M 0S,2022-01-05,6,21
21H 28M 0S,2022-01-05,9,21
22H 0M 0S,2022-01-05,7,22
22H 25M 0S,2022-01-05,10,22
22H 43M 0S,2022-01-05,17,22
23H 1M 0S,2022-01-05,30,23
23H 22M 0S,2022-01-05,10,23
23H 28M 0S,2022-01-05,12,23
17M 0S,2022-01-05,269,0
29M 0S,2022-01-05,11,0
49M 0S,2022-01-05,30,0
1H 46M 0S,2022-01-05,30,1
2H 38M 0S,2022-01-06,17,2
2H 58M 0S,2022-01-06,11,2
4H 11M 0S,2022-01-06,15,4
4H 44M 0S,2022-01-06,25,4
4H 45M 0S,2022-01-06,8,4
4H 49M 0S,2022-01-06,15,4
5H 3M 0S,2022-01-06,10,5
5H 4M 0S,2022-01-06,24,5
5H 6M 0S,2022-01-06,25,5
5H 6M 0S,2022-01-06,12,5
5H 11M 0S,2022-01-06,9,5
5H 15M 0S,2022-01-06,14,5
5H 17M 0S,2022-01-06,10,5
5H 20M 0S,2022-01-06,15,5
5H 20M 0S,2022-01-06,30,5
5H 27M 0S,2022-01-06,12,5
5H 30M 0S,2022-01-06,11,5
5H 31M 0S,2022-01-06,10,5
5H 35M 0S,2022-01-06,7,5
5H 35M 0S,2022-01-06,18,5
5H 35M 0S,2022-01-06,29,5
5H 37M 0S,2022-01-06,9,5
5H 41M 0S,2022-01-06,19,5
5H 43M 0S,2022-01-06,14,5
5H 43M 0S,2022-01-06,15,5
5H 44M 0S,2022-01-06,16,5
5H 46M 0S,2022-01-06,10,5
5H 47M 0S,2022-01-06,10,5
5H 56M 0S,2022-01-06,12,5
5H 57M 0S,2022-01-06,10,5
5H 59M 0S,2022-01-06,9,5
6H 1M 0S,2022-01-06,11,6
6H 8M 0S,2022-01-06,8,6
6H 9M 0S,2022-01-06,18,6
6H 10M 0S,2022-01-06,7,6
6H 12M 0S,2022-01-06,13,6
6H 13M 0S,2022-01-06,14,6
6H 17M 0S,2022-01-06,5,6
6H 17M 0S,2022-01-06,7,6
6H 19M 0S,2022-01-06,14,6
6H 24M 0S,2022-01-06,4,6
6H 25M 0S,2022-01-06,6,6
6H 26M 0S,2022-01-06,6,6
6H 28M 0S,2022-01-06,7,6
6H 28M 0S,2022-01-06,11,6
6H 35M 0S,2022-01-06,5,6
6H 36M 0S,2022-01-06,11,6
6H 36M 0S,2022-01-06,6,6
6H 38M 0S,2022-01-06,8,6
6H 46M 0S,2022-01-06,11,6
6H 46M 0S,2022-01-06,5,6
6H 46M 0S,2022-01-06,9,6
6H 47M 0S,2022-01-06,18,6
6H 50M 0S,2022-01-06,10,6
6H 53M 0S,2022-01-06,9,6
6H 54M 0S,2022-01-06,7,6
6H 57M 0S,2022-01-06,11,6
6H 59M 0S,2022-01-06,10,6
7H 3M 0S,2022-01-06,6,7
7H 4M 0S,2022-01-06,10,7
7H 19M 0S,2022-01-06,7,7
7H 26M 0S,2022-01-06,102,7
7H 29M 0S,2022-01-06,12,7
7H 56M 0S,2022-01-06,4,7
7H 57M 0S,2022-01-06,10,7
8H 8M 0S,2022-01-06,9,8
8H 9M 0S,2022-01-06,5,8
8H 15M 0S,2022-01-06,10,8
8H 16M 0S,2022-01-06,10,8
8H 27M 0S,2022-01-06,7,8
8H 38M 0S,2022-01-06,15,8
9H 0M 0S,2022-01-06,6,9
9H 4M 0S,2022-01-06,13,9
9H 16M 0S,2022-01-06,20,9
9H 17M 0S,2022-01-06,5,9
9H 17M 0S,2022-01-06,30,9
9H 18M 0S,2022-01-06,26,9
9H 30M 0S,2022-01-06,7,9
9H 36M 0S,2022-01-06,10,9
9H 37M 0S,2022-01-06,11,9
9H 38M 0S,2022-01-06,10,9
9H 42M 0S,2022-01-06,8,9
9H 42M 0S,2022-01-06,14,9
9H 49M 0S,2022-01-06,20,9
10H 13M 0S,2022-01-06,13,10
10H 24M 0S,2022-01-06,20,10
10H 40M 0S,2022-01-06,10,10
10H 51M 0S,2022-01-06,22,10
11H 16M 0S,2022-01-06,5,11
11H 26M 0S,2022-01-06,10,11
12H 0M 0S,2022-01-06,23,12
12H 19M 0S,2022-01-06,9,12
12H 22M 0S,2022-01-06,5,12
12H 30M 0S,2022-01-06,12,12
12H 31M 0S,2022-01-06,20,12
12H 39M 0S,2022-01-06,12,12
12H 39M 0S,2022-01-06,12,12
12H 50M 0S,2022-01-06,12,12
12H 50M 0S,2022-01-06,23,12
12H 52M 0S,2022-01-06,20,12
13H 0M 0S,2022-01-06,22,13
13H 13M 0S,2022-01-06,23,13
13H 13M 0S,2022-01-06,23,13
13H 16M 0S,2022-01-06,10,13
13H 19M 0S,2022-01-06,8,13
13H 36M 0S,2022-01-06,18,13
13H 37M 0S,2022-01-06,18,13
13H 42M 0S,2022-01-06,20,13
13H 43M 0S,2022-01-06,9,13
13H 43M 0S,2022-01-06,16,13
13H 44M 0S,2022-01-06,20,13
13H 44M 0S,2022-01-06,20,13
13H 45M 0S,2022-01-06,20,13
13H 45M 0S,2022-01-06,20,13
13H 45M 0S,2022-01-06,16,13
13H 47M 0S,2022-01-06,22,13
13H 55M 0S,2022-01-06,9,13
13H 57M 0S,2022-01-06,30,13
14H 1M 0S,2022-01-06,11,14
14H 1M 0S,2022-01-06,11,14
14H 1M 0S,2022-01-06,4,14
14H 4M 0S,2022-01-06,8,14
14H 7M 0S,2022-01-06,16,14
14H 11M 0S,2022-01-06,2,14
14H 14M 0S,2022-01-06,7,14
14H 17M 0S,2022-01-06,14,14
14H 17M 0S,2022-01-06,13,14
14H 21M 0S,2022-01-06,30,14
14H 22M 0S,2022-01-06,12,14
14H 24M 0S,2022-01-06,14,14
14H 25M 0S,2022-01-06,8,14
14H 25M 0S,2022-01-06,5,14
14H 26M 0S,2022-01-06,18,14
14H 27M 0S,2022-01-06,9,14
14H 28M 0S,2022-01-06,6,14
14H 28M 0S,2022-01-06,10,14
14H 30M 0S,2022-01-06,25,14
14H 30M 0S,2022-01-06,4,14
14H 30M 0S,2022-01-06,3,14
14H 32M 0S,2022-01-06,12,14
14H 33M 0S,2022-01-06,11,14
14H 33M 0S,2022-01-06,20,14
14H 35M 0S,2022-01-06,8,14
14H 39M 0S,2022-01-06,7,14
14H 40M 0S,2022-01-06,8,14
14H 40M 0S,2022-01-06,10,14
14H 47M 0S,2022-01-06,21,14
14H 50M 0S,2022-01-06,11,14
14H 51M 0S,2022-01-06,6,14
14H 51M 0S,2022-01-06,8,14
14H 52M 0S,2022-01-06,6,14
14H 54M 0S,2022-01-06,9,14
15H 0M 0S,2022-01-06,11,15
15H 0M 0S,2022-01-06,9,15
15H 0M 0S,2022-01-06,20,15
15H 3M 0S,2022-01-06,4,15
15H 5M 0S,2022-01-06,2,15
15H 5M 0S,2022-01-06,8,15
15H 7M 0S,2022-01-06,5,15
15H 8M 0S,2022-01-06,9,15
15H 8M 0S,2022-01-06,1,15
15H 30M 0S,2022-01-06,280,15
15H 33M 0S,2022-01-06,10,15
15H 35M 0S,2022-01-06,7,15
15H 37M 0S,2022-01-06,11,15
15H 44M 0S,2022-01-06,11,15
15H 45M 0S,2022-01-06,17,15
15H 48M 0S,2022-01-06,10,15
15H 54M 0S,2022-01-06,6,15
15H 57M 0S,2022-01-06,12,15
16H 0M 0S,2022-01-06,13,16
16H 4M 0S,2022-01-06,14,16
16H 10M 0S,2022-01-06,8,16
16H 11M 0S,2022-01-06,10,16
16H 13M 0S,2022-01-06,8,16
16H 14M 0S,2022-01-06,11,16
16H 15M 0S,2022-01-06,11,16
16H 18M 0S,2022-01-06,7,16
16H 19M 0S,2022-01-06,13,16
16H 24M 0S,2022-01-06,9,16
16H 35M 0S,2022-01-06,30,16
16H 48M 0S,2022-01-06,10,16
16H 48M 0S,2022-01-06,8,16
16H 50M 0S,2022-01-06,18,16
16H 50M 0S,2022-01-06,11,16
16H 51M 0S,2022-01-06,9,16
16H 55M 0S,2022-01-06,10,16
16H 58M 0S,2022-01-06,15,16
17H 0M 0S,2022-01-06,7,17
17H 8M 0S,2022-01-06,10,17
17H 8M 0S,2022-01-06,13,17
17H 9M 0S,2022-01-06,12,17
17H 10M 0S,2022-01-06,19,17
17H 12M 0S,2022-01-06,10,17
17H 15M 0S,2022-01-06,10,17
17H 15M 0S,2022-01-06,12,17
17H 18M 0S,2022-01-06,11,17
17H 26M 0S,2022-01-06,30,17
17H 32M 0S,2022-01-06,8,17
17H 37M 0S,2022-01-06,19,17
17H 37M 0S,2022-01-06,6,17
17H 39M 0S,2022-01-06,17,17
17H 40M 0S,2022-01-06,10,17
17H 45M 0S,2022-01-06,17,17
17H 45M 0S,2022-01-06,6,17
17H 45M 0S,2022-01-06,9,17
17H 51M 0S,2022-01-06,11,17
17H 51M 0S,2022-01-06,8,17
17H 53M 0S,2022-01-06,5,17
17H 53M 0S,2022-01-06,4,17
17H 53M 0S,2022-01-06,5,17
17H 55M 0S,2022-01-06,17,17
18H 6M 0S,2022-01-06,5,18
18H 7M 0S,2022-01-06,10,18
18H 14M 0S,2022-01-06,11,18
18H 30M 0S,2022-01-06,5,18
18H 32M 0S,2022-01-06,8,18
18H 43M 0S,2022-01-06,7,18
18H 47M 0S,2022-01-06,8,18
18H 50M 0S,2022-01-06,7,18
18H 58M 0S,2022-01-06,8,18
19H 5M 0S,2022-01-06,10,19
19H 9M 0S,2022-01-06,6,19
19H 12M 0S,2022-01-06,12,19
19H 15M 0S,2022-01-06,24,19
19H 16M 0S,2022-01-06,12,19
19H 18M 0S,2022-01-06,10,19
19H 19M 0S,2022-01-06,10,19
19H 22M 0S,2022-01-06,7,19
19H 29M 0S,2022-01-06,7,19
19H 32M 0S,2022-01-06,10,19
19H 44M 0S,2022-01-06,13,19
19H 46M 0S,2022-01-06,1,19
19H 53M 0S,2022-01-06,9,19
19H 55M 0S,2022-01-06,96,19
20H 1M 0S,2022-01-06,30,20
20H 2M 0S,2022-01-06,32,20
20H 8M 0S,2022-01-06,8,20
20H 16M 0S,2022-01-06,21,20
20H 20M 0S,2022-01-06,10,20
20H 46M 0S,2022-01-06,11,20
20H 49M 0S,2022-01-06,19,20
20H 55M 0S,2022-01-06,16,20
20H 57M 0S,2022-01-06,13,20
21H 2M 0S,2022-01-06,8,21
21H 9M 0S,2022-01-06,8,21
21H 11M 0S,2022-01-06,23,21
21H 32M 0S,2022-01-06,25,21
22H 3M 0S,2022-01-06,24,22
22H 38M 0S,2022-01-06,5,22
23H 25M 0S,2022-01-06,10,23
23H 46M 0S,2022-01-06,30,23
23H 55M 0S,2022-01-06,88,23
14M 0S,2022-01-06,10,0
1H 15M 0S,2022-01-06,30,1
1H 15M 0S,2022-01-06,30,1
1H 23M 0S,2022-01-06,5,1
1H 26M 0S,2022-01-06,13,1
1H 40M 0S,2022-01-06,18,1
1H 40M 0S,2022-01-06,20,1
1H 41M 0S,2022-01-06,17,1
1H 44M 0S,2022-01-06,13,1
1H 49M 0S,2022-01-06,205,1
1H 58M 0S,2022-01-06,17,1
2H 18M 0S,2022-01-07,30,2
4H 11M 0S,2022-01-07,15,4
4H 31M 0S,2022-01-07,17,4
4H 37M 0S,2022-01-07,30,4
4H 43M 0S,2022-01-07,10,4
4H 50M 0S,2022-01-07,9,4
5H 2M 0S,2022-01-07,10,5
5H 4M 0S,2022-01-07,24,5
5H 7M 0S,2022-01-07,22,5
5H 13M 0S,2022-01-07,18,5
5H 15M 0S,2022-01-07,14,5
5H 22M 0S,2022-01-07,10,5
5H 31M 0S,2022-01-07,24,5
5H 33M 0S,2022-01-07,15,5
5H 33M 0S,2022-01-07,12,5
5H 35M 0S,2022-01-07,9,5
5H 37M 0S,2022-01-07,10,5
5H 38M 0S,2022-01-07,13,5
5H 40M 0S,2022-01-07,10,5
5H 43M 0S,2022-01-07,14,5
5H 45M 0S,2022-01-07,23,5
5H 47M 0S,2022-01-07,10,5
5H 50M 0S,2022-01-07,12,5
5H 51M 0S,2022-01-07,13,5
5H 53M 0S,2022-01-07,21,5
5H 55M 0S,2022-01-07,14,5
5H 58M 0S,2022-01-07,6,5
5H 58M 0S,2022-01-07,6,5
5H 59M 0S,2022-01-07,16,5
5H 59M 0S,2022-01-07,19,5
6H 0M 0S,2022-01-07,20,6
6H 1M 0S,2022-01-07,5,6
6H 2M 0S,2022-01-07,22,6
6H 4M 0S,2022-01-07,6,6
6H 5M 0S,2022-01-07,6,6
6H 7M 0S,2022-01-07,13,6
6H 7M 0S,2022-01-07,7,6
6H 12M 0S,2022-01-07,9,6
6H 13M 0S,2022-01-07,14,6
6H 15M 0S,2022-01-07,15,6
6H 17M 0S,2022-01-07,5,6
6H 27M 0S,2022-01-07,8,6
6H 32M 0S,2022-01-07,14,6
6H 34M 0S,2022-01-07,7,6
6H 34M 0S,2022-01-07,9,6
6H 39M 0S,2022-01-07,10,6
6H 40M 0S,2022-01-07,4,6
6H 41M 0S,2022-01-07,4,6
6H 42M 0S,2022-01-07,20,6
6H 43M 0S,2022-01-07,11,6
6H 44M 0S,2022-01-07,14,6
6H 46M 0S,2022-01-07,11,6
6H 46M 0S,2022-01-07,14,6
6H 56M 0S,2022-01-07,5,6
6H 56M 0S,2022-01-07,11,6
6H 57M 0S,2022-01-07,11,6
7H 0M 0S,2022-01-07,15,7
7H 1M 0S,2022-01-07,7,7
7H 4M 0S,2022-01-07,7,7
7H 6M 0S,2022-01-07,8,7
7H 8M 0S,2022-01-07,15,7
7H 11M 0S,2022-01-07,6,7
7H 19M 0S,2022-01-07,7,7
7H 22M 0S,2022-01-07,10,7
7H 24M 0S,2022-01-07,12,7
7H 24M 0S,2022-01-07,12,7
7H 26M 0S,2022-01-07,10,7
7H 26M 0S,2022-01-07,6,7
7H 33M 0S,2022-01-07,15,7
7H 36M 0S,2022-01-07,6,7
7H 55M 0S,2022-01-07,11,7
8H 6M 0S,2022-01-07,18,8
8H 27M 0S,2022-01-07,10,8
8H 27M 0S,2022-01-07,7,8
8H 29M 0S,2022-01-07,7,8
8H 33M 0S,2022-01-07,10,8
8H 43M 0S,2022-01-07,10,8
8H 48M 0S,2022-01-07,368,8
8H 53M 0S,2022-01-07,6,8
8H 57M 0S,2022-01-07,32,8
